Store_ID_S001,Store_ID_S002,Store_ID_S003,Product_ID_P001,Product_ID_P002,Product_ID_P003,Product_ID_P004,Product_ID_P005,Category_Clothing,Category_Electronics,Category_Food,Category_Home,Category_Toys,Sales,Inventory,Price,Promotion,Holiday,Temperature,Rainfall,Discount,Supplier_Lead_Time,Supplier_Reliability,Cost,Profit,Day,Week,Month,Quarter,Year,Day_of_Week,Is_Weekend,Is_Holiday,Festival_Flag,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Mean_7,Rolling_Median_7,Rolling_Std_7,Rolling_Max_7,Rolling_Min_7,Average_Daily_Demand,Days_Until_Stockout,Safety_Stock,Discount_%,Price_Difference,Price_Lag_1,Elasticity,Date
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,110.0,389.57,1.0,0.0,13.6,6.6,0.29,11.0,0.71,256.17,633.17,11.0,2.0,1.0,1.0,2023.0,2.0,0.0,0.0,0.0,24.0,21.0,0.0,0.0,23.285714285714285,24.0,5.589105048046173,31.0,14.0,23.285714285714285,4.723926380368098,30.585991191113234,0.29,133.39999999999998,265.27,0.6224490480021453,2023-01-11
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,81.0,148.27,0.0,0.0,19.8,0.0,0.0,13.0,0.78,74.83,1762.56,12.0,2.0,1.0,1.0,2023.0,3.0,0.0,0.0,0.0,31.0,22.0,0.0,0.0,23.571428571428573,24.0,5.563486402641866,31.0,14.0,23.571428571428573,3.436363636363636,33.0980685668687,0.0,73.44000000000001,389.57,0.3645562343756267,2023-01-12
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,117.0,186.59,0.0,0.0,23.4,3.1,0.0,11.0,0.87,79.75,1709.44,13.0,2.0,1.0,1.0,2023.0,4.0,0.0,0.0,0.0,24.0,27.0,0.0,0.0,22.0,24.0,5.972157622389638,31.0,14.0,22.0,5.318181818181818,32.68221993684027,0.0,106.84,148.27,-1.2897529575504527,2023-01-13
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,70.0,270.92,0.0,0.0,21.1,2.1,0.0,5.0,0.91,157.01,3075.57,14.0,2.0,1.0,1.0,2023.0,5.0,1.0,0.0,0.0,16.0,14.0,0.0,0.0,23.857142857142858,24.0,5.014265364224068,31.0,16.0,23.857142857142858,2.934131736526946,18.5001930491858,0.0,113.91000000000003,186.59,1.5211742558994423,2023-01-14
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,100.0,209.7,0.0,0.0,21.1,1.3,0.0,2.0,0.72,118.03,3025.11,15.0,2.0,1.0,1.0,2023.0,6.0,1.0,0.0,0.0,27.0,26.0,23.0,0.0,24.857142857142858,24.0,6.094494002200438,33.0,16.0,24.857142857142858,4.022988505747127,14.221211521627016,0.0,91.66999999999999,270.92,-0.9834113760935057,2023-01-15
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,113.0,487.36,0.0,1.0,20.2,5.4,0.0,4.0,0.97,360.07,2800.38,16.0,3.0,1.0,1.0,2023.0,0.0,0.0,1.0,0.0,33.0,19.0,17.0,0.0,25.285714285714285,24.0,5.707138387268049,33.0,16.0,25.285714285714285,4.468926553672317,18.83355667798456,0.0,127.29000000000002,209.7,-0.251746740618022,2023-01-16
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.5,78.0,28.41,1.0,0.0,13.2,2.2,0.15,3.0,0.85,12.82,577.75,17.0,3.0,1.0,1.0,2023.0,1.0,0.0,0.0,0.0,22.0,24.0,21.0,0.0,26.928571428571427,27.0,6.821709044346163,35.5,16.0,26.928571428571427,2.896551724137931,19.49565198777848,0.15,15.59,487.36,-0.6516217849042776,2023-01-17
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,128.0,230.05,0.0,0.0,22.7,0.0,0.0,9.0,0.84,148.36,1470.42,18.0,3.0,1.0,1.0,2023.0,2.0,0.0,0.0,0.0,35.5,31.0,21.0,0.0,25.071428571428573,24.0,7.282562343414182,35.5,16.0,25.071428571428573,5.105413105413105,36.0486835999002,0.0,81.69,28.41,-0.06945511593664347,2023-01-18
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,110.0,252.89,0.0,0.0,20.2,2.2,0.0,11.0,0.85,195.55,1376.16,19.0,3.0,1.0,1.0,2023.0,3.0,0.0,0.0,0.0,18.0,24.0,22.0,0.0,25.071428571428573,24.0,7.282562343414182,35.5,16.0,25.071428571428573,4.387464387464387,39.85331922903571,0.0,57.339999999999975,230.05,3.357413893753652,2023-01-19
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,110.0,268.56,0.0,0.0,21.6,7.6,0.0,11.0,0.98,130.16,3183.2,20.0,3.0,1.0,1.0,2023.0,4.0,0.0,0.0,0.0,24.0,16.0,27.0,0.0,26.071428571428573,24.0,6.234504600932426,35.5,18.0,26.071428571428573,4.219178082191781,34.117895649811516,0.0,138.4,252.89,-0.6724367155924263,2023-01-20
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,87.0,339.65,0.0,0.0,11.6,0.0,0.0,1.0,0.87,165.82,4519.58,21.0,3.0,1.0,1.0,2023.0,5.0,1.0,0.0,0.0,23.0,27.0,14.0,0.0,25.928571428571427,24.0,6.221123769254308,35.5,18.0,25.928571428571427,3.3553719008264467,10.264854219269607,0.0,173.82999999999998,268.56,0.49274954589100173,2023-01-21
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,82.0,94.54,0.0,0.0,23.2,0.0,0.0,12.0,0.86,59.29,387.75,22.0,3.0,1.0,1.0,2023.0,6.0,1.0,0.0,0.0,26.0,33.0,26.0,0.0,22.785714285714285,23.0,7.4825193109069374,35.5,11.0,22.785714285714285,3.5987460815047023,42.76834192985006,0.0,35.25000000000001,339.65,0.7994448332459838,2023-01-22
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,88.0,357.63,0.0,0.0,13.7,2.3,0.0,8.0,0.78,181.89,3339.06,23.0,4.0,1.0,1.0,2023.0,0.0,0.0,0.0,0.0,11.0,22.0,19.0,0.0,22.357142857142858,23.0,7.6196800332772385,35.5,11.0,22.357142857142858,3.9361022364217253,35.560320985213686,0.0,175.74,94.54,0.26134160795303374,2023-01-23
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,73.0,450.41,0.0,0.0,21.3,0.0,0.0,11.0,0.95,279.81,3412.0,24.0,4.0,1.0,1.0,2023.0,1.0,0.0,0.0,0.0,19.0,35.5,24.0,0.0,20.142857142857142,20.0,4.947341758580106,26.0,11.0,20.142857142857142,3.624113475177305,27.073985932730977,0.0,170.60000000000002,357.63,0.2028738044723794,2023-01-24
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,84.0,235.07,0.0,0.0,17.4,0.0,0.0,2.0,0.95,164.75,1125.12,25.0,4.0,1.0,1.0,2023.0,2.0,0.0,0.0,0.0,20.0,18.0,31.0,0.0,19.857142857142858,20.0,5.145501965424803,26.0,11.0,19.857142857142858,4.230215827338129,12.006783796789934,0.0,70.32,450.41,0.4183245100770874,2023-01-25
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,103.0,449.32,0.0,1.0,33.8,6.7,0.0,3.0,0.88,215.01,5857.75,26.0,4.0,1.0,1.0,2023.0,3.0,0.0,0.0,0.0,16.0,24.0,24.0,0.0,20.0,20.0,5.291502622129184,26.0,11.0,20.0,5.15,15.12249979335428,0.0,234.31,235.07,0.617161610268378,2023-01-26
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,101.0,236.67,0.0,0.0,18.5,0.0,0.0,4.0,0.83,97.82,2777.0,27.0,4.0,1.0,1.0,2023.0,4.0,0.0,0.0,0.0,25.0,23.0,16.0,0.0,19.571428571428573,20.0,5.126959555693249,26.0,11.0,19.571428571428573,5.160583941605839,16.91896653378772,0.0,138.85,449.32,0.4225911121561251,2023-01-27
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,54.0,267.78,0.0,0.0,6.3,0.0,0.0,13.0,0.8,188.44,1507.46,28.0,4.0,1.0,1.0,2023.0,5.0,1.0,0.0,0.0,20.0,26.0,27.0,0.0,18.571428571428573,19.0,4.276179870598795,25.0,11.0,18.571428571428573,2.9076923076923076,25.439676547809018,0.0,79.33999999999997,236.67,-0.38037608486017377,2023-01-28
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,88.0,447.77,0.0,0.0,21.5,2.7,0.0,3.0,0.73,248.57,3585.6,29.0,4.0,1.0,1.0,2023.0,6.0,1.0,0.0,0.0,19.0,11.0,33.0,0.0,19.571428571428573,19.0,2.7602622373694228,25.0,16.0,19.571428571428573,4.4963503649635035,7.888508821607014,0.0,199.2,267.78,-0.07830259575824386,2023-01-29
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,104.0,233.88,0.0,0.0,36.4,0.0,0.0,1.0,0.73,138.0,2492.88,30.0,5.0,1.0,1.0,2023.0,0.0,0.0,0.0,0.0,18.0,19.0,22.0,0.0,20.571428571428573,20.0,3.644957377763739,26.0,16.0,20.571428571428573,5.055555555555555,6.014179673310169,0.0,95.88,447.77,-0.9304263354476081,2023-01-30
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,85.0,409.25,0.0,0.0,12.4,3.8,0.0,2.0,0.74,232.03,2126.64,31.0,5.0,1.0,1.0,2023.0,1.0,0.0,0.0,0.0,26.0,20.0,35.5,23.0,19.428571428571427,19.0,4.894116973712519,26.0,12.0,19.428571428571427,4.375,11.420188890106612,0.0,177.22,233.88,-0.7181124742851377,2023-01-31
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,84.0,59.92,0.0,0.0,-0.2,0.0,0.0,10.0,0.93,45.81,296.31,1.0,5.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,12.0,16.0,18.0,17.0,20.142857142857142,20.0,4.670066788550656,26.0,12.0,20.142857142857142,4.170212765957447,24.367278996931244,0.0,14.11,409.25,-0.8786462657086423,2023-02-01
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,84.0,37.75,0.0,0.0,32.3,1.9,0.0,9.0,0.93,16.92,395.77,2.0,5.0,2.0,1.0,2023.0,3.0,0.0,0.0,0.0,21.0,25.0,24.0,21.0,19.285714285714285,19.0,4.151878519188065,26.0,12.0,19.285714285714285,4.355555555555556,20.551798669980922,0.0,20.83,59.92,0.25740490151856865,2023-02-02
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,100.0,275.59,1.0,0.0,14.5,10.0,0.22,1.0,0.86,160.9,1621.81,3.0,5.0,2.0,1.0,2023.0,4.0,0.0,0.0,0.0,19.0,20.0,23.0,21.0,20.714285714285715,19.0,5.822779568622011,30.0,12.0,20.714285714285715,4.827586206896552,9.607586288226319,0.22,114.68999999999997,37.75,0.09189061199922108,2023-02-03
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,79.0,40.22,0.0,0.0,6.6,7.1,0.0,6.0,0.86,23.33,337.8,4.0,5.0,2.0,1.0,2023.0,5.0,1.0,0.0,0.0,30.0,19.0,26.0,22.0,20.857142857142858,20.0,5.785861256216788,30.0,12.0,20.857142857142858,3.787671232876712,23.384472870444863,0.0,16.89,275.59,0.39029329707835886,2023-02-04
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,86.0,228.92,0.0,0.0,20.2,0.0,0.0,2.0,0.87,132.54,2120.36,5.0,5.0,2.0,1.0,2023.0,6.0,1.0,0.0,0.0,20.0,18.0,11.0,27.0,21.428571428571427,21.0,5.652643713553948,30.0,12.0,21.428571428571427,4.013333333333334,13.190174914902165,0.0,96.38,40.22,0.021314255431902494,2023-02-05
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,108.0,118.01,0.0,0.0,21.4,0.6,0.0,1.0,0.87,90.88,569.73,6.0,6.0,2.0,1.0,2023.0,0.0,0.0,0.0,0.0,22.0,26.0,19.0,14.0,20.714285714285715,21.0,5.28249580262606,30.0,12.0,20.714285714285715,5.213793103448276,8.716118074332998,0.0,27.13000000000001,228.92,0.0938189031237449,2023-02-06
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,76.0,427.12,0.0,0.0,33.9,0.0,0.0,2.0,0.95,307.27,2397.0,7.0,6.0,2.0,1.0,2023.0,1.0,0.0,0.0,0.0,21.0,12.0,20.0,26.0,21.857142857142858,21.0,3.7161167647860336,30.0,19.0,21.857142857142858,3.477124183006536,8.671381501402022,0.0,119.85000000000002,118.01,-0.018179689461757333,2023-02-07
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,107.0,243.75,0.0,0.0,21.4,9.0,0.0,3.0,0.78,178.9,1297.0,8.0,6.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,20.0,21.0,16.0,19.0,21.714285714285715,20.0,3.7733400639347696,30.0,19.0,21.714285714285715,4.927631578947368,10.783767563200856,0.0,64.85,427.12,-0.0,2023-02-08
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,118.0,384.9,0.0,0.0,30.2,0.0,0.0,4.0,0.93,220.59,1971.72,9.0,6.0,2.0,1.0,2023.0,3.0,0.0,0.0,0.0,20.0,19.0,25.0,24.0,20.714285714285715,20.0,5.250850271282606,30.0,12.0,20.714285714285715,5.69655172413793,17.327805895232597,0.0,164.30999999999997,243.75,-0.6907545164718387,2023-02-09
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,111.0,458.03,0.0,0.0,13.7,2.4,0.0,13.0,0.8,231.82,4297.99,10.0,6.0,2.0,1.0,2023.0,4.0,0.0,0.0,0.0,12.0,30.0,20.0,31.0,19.142857142857142,20.0,3.2877840272018917,22.0,12.0,19.142857142857142,5.798507462686567,19.559551923001052,0.0,226.20999999999998,384.9,3.0702174210310407,2023-02-10
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,88.0,335.23,0.0,0.0,45.449999999999996,0.0,0.0,1.0,0.71,223.37,1901.62,11.0,6.0,2.0,1.0,2023.0,5.0,1.0,0.0,0.0,19.0,20.0,19.0,24.0,18.714285714285715,20.0,3.3523268393901167,22.0,12.0,18.714285714285715,4.702290076335878,5.531339284993692,0.0,111.86000000000001,458.03,0.39261957826161503,2023-02-11
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,77.0,337.33,0.0,0.0,31.5,0.0,0.0,11.0,0.79,158.77,2856.96,12.0,6.0,2.0,1.0,2023.0,6.0,1.0,0.0,0.0,17.0,22.0,18.0,16.0,17.857142857142858,19.0,3.1320159337915117,21.0,12.0,17.857142857142858,4.312,17.13974078817172,0.0,178.55999999999997,335.23,-9.390196078431526,2023-02-12
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,116.0,305.75,0.0,0.0,42.1,4.2,0.0,8.0,0.84,236.52,1038.45,13.0,7.0,2.0,1.0,2023.0,0.0,0.0,0.0,0.0,16.0,21.0,26.0,27.0,17.0,17.0,2.9439202887759692,20.0,12.0,17.0,6.823529411764706,13.738995596476572,0.0,69.22999999999999,337.33,0.6676100379987336,2023-02-13
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,94.0,72.97,0.0,0.0,18.0,0.3,0.0,13.0,0.91,29.95,1161.54,14.0,7.0,2.0,1.0,2023.0,1.0,0.0,0.0,0.0,15.0,20.0,12.0,33.0,18.0,17.0,4.760952285695244,27.0,12.0,18.0,5.222222222222222,28.323665017084274,0.0,43.019999999999996,305.75,-1.0507775582094683,2023-02-14
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,97.0,151.06,0.0,0.0,4.6,4.5,0.0,9.0,0.77,67.69,2334.36,15.0,7.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,27.0,20.0,21.0,22.0,19.142857142857142,17.0,6.094494002200448,28.0,12.0,19.142857142857142,5.067164179104478,30.167745310892215,0.0,83.37,72.97,0.03460868987825064,2023-02-15
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,112.0,174.32,0.0,0.0,25.2,1.6,0.0,3.0,0.78,112.12,1555.0,16.0,7.0,2.0,1.0,2023.0,3.0,0.0,0.0,0.0,28.0,12.0,19.0,35.5,21.0,19.0,5.5075705472861065,28.0,15.0,21.0,5.333333333333333,15.739996823379613,0.0,62.19999999999999,151.06,-0.6958297506448841,2023-02-16
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,63.0,201.92,1.0,0.0,20.3,9.6,0.15,4.0,0.99,131.0,893.9,17.0,7.0,2.0,1.0,2023.0,4.0,0.0,0.0,0.0,25.0,19.0,30.0,18.0,21.428571428571427,22.0,5.442338432976,28.0,15.0,21.428571428571427,2.9400000000000004,17.9597168288208,0.15,70.91999999999999,174.32,-0.7579130434782609,2023-02-17
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,111.0,181.43,0.0,0.0,20.2,3.2,0.0,12.0,0.79,118.11,1772.96,18.0,7.0,2.0,1.0,2023.0,5.0,1.0,0.0,0.0,22.0,17.0,20.0,24.0,23.0,25.0,5.5377492419453835,28.0,15.0,23.0,4.826086956521739,31.652488053863948,0.0,63.32000000000001,201.92,-2.687608145880476,2023-02-18
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,91.0,284.48,0.0,0.0,11.6,4.0,0.0,1.0,0.8,131.3,4595.4,19.0,7.0,2.0,1.0,2023.0,6.0,1.0,0.0,0.0,28.0,16.0,22.0,23.0,25.0,27.0,5.099019513592781,30.0,15.0,25.0,3.64,8.413382197428088,0.0,153.18,181.43,0.1257572606917585,2023-02-19
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,111.0,204.64,0.0,0.0,21.9,8.5,0.0,2.0,0.98,128.62,684.18,20.0,8.0,2.0,1.0,2023.0,0.0,0.0,1.0,0.0,30.0,15.0,21.0,26.0,24.142857142857142,27.0,7.151423434733613,30.0,9.0,24.142857142857142,4.597633136094674,16.687506019260546,0.0,76.01999999999998,284.48,2.494188376753506,2023-02-20
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,93.0,413.14,0.0,0.0,11.7,0.0,0.0,4.0,0.98,239.85,2426.06,21.0,8.0,2.0,1.0,2023.0,1.0,0.0,0.0,0.0,9.0,27.0,20.0,11.0,22.285714285714285,25.0,7.931252228038264,30.0,9.0,22.285714285714285,4.173076923076923,26.173132352526267,0.0,173.29,204.64,0.5452704503064215,2023-02-21
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,64.0,195.24,0.0,1.0,15.7,1.9,0.0,10.0,0.7,78.73,3145.77,22.0,8.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,14.0,28.0,20.0,19.0,22.142857142857142,25.0,7.8193898190880065,30.0,9.0,22.142857142857142,2.8903225806451616,40.79968487273261,0.0,116.51,413.14,-1.7605782469022488,2023-02-22
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,81.0,437.18,0.0,0.0,20.2,8.7,0.0,3.0,0.77,202.13,3525.75,23.0,8.0,2.0,1.0,2023.0,3.0,0.0,0.0,0.0,27.0,25.0,12.0,20.0,20.714285714285715,22.0,8.118174789000417,30.0,9.0,20.714285714285715,3.9103448275862065,23.200800478801227,0.0,235.05,195.24,-0.3586564161913422,2023-02-23
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,85.0,345.17,0.0,0.0,18.0,4.7,0.0,12.0,0.77,174.71,2215.98,24.0,8.0,2.0,1.0,2023.0,4.0,0.0,0.0,0.0,15.0,22.0,19.0,16.0,19.428571428571427,15.0,8.580154288767055,30.0,9.0,19.428571428571427,4.375,49.04216844425099,0.0,170.46,437.18,0.6335253414483933,2023-02-24
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,110.0,346.57,0.0,0.0,20.7,1.4,0.0,7.0,0.95,246.26,2608.06,25.0,8.0,2.0,1.0,2023.0,5.0,1.0,0.0,0.0,13.0,28.0,17.0,25.0,19.142857142857142,15.0,8.275034167675113,30.0,9.0,19.142857142857142,5.746268656716418,36.124576122080676,0.0,100.31,345.17,246.55000000000402,2023-02-25
