Date,Store_ID,Product_ID,Category,Sales,Inventory,Price,Promotion,Holiday,Temperature,Rainfall,Discount,Supplier_Lead_Time,Supplier_Reliability,Cost,Profit
2023-01-05,S002,P005,Electronics,17,86,26.09,0,0,11.8,7.2,0.0,2,0.9,19.96,104.21
2023-01-05,S003,P001,Clothing,16,88,97.24,0,0,45.7,2.3,0.0,13,0.81,76.28,335.36
2023-01-05,S003,P002,Food,20,138,419.92,0,0,,14.1,0.0,3,0.75,266.64,3065.6
2023-01-05,S003,P003,Home,19,109,99.14,0,0,28.3,0.0,0.0,13,0.82,73.83,480.89
2023-01-05,S003,P004,Toys,21,120,280.34,0,0,12.3,0.0,0.0,12,0.77,140.61,2934.33
2023-01-05,S003,P005,Electronics,22,111,58.73,0,0,16.4,7.8,0.0,7,0.89,29.2,649.66
2023-01-06,S001,P001,Clothing,27,119,370.59,0,0,16.9,8.8,0.0,11,0.78,273.96,2609.01
2023-01-06,S001,P002,Food,19,119,196.05,0,0,32.5,0.0,0.0,1,0.85,124.71,1355.46
2023-01-06,S001,P003,Home,19,75,261.1,0,0,19.7,5.1,0.0,13,0.75,181.9,1504.8
2023-01-06,S001,P004,Toys,21,90,143.43,0,0,3.7,4.8,0.0,10,0.74,58.43,1785.0
2023-01-06,S001,P005,Electronics,105,145,139.21,0,0,25.3,1.5,0.0,5,0.81,70.52,1442.49
2023-01-06,S002,P001,Clothing,16,81,264.27,0,0,21.9,0.0,0.0,1,0.92,110.67,2457.6
2023-01-06,S002,P002,Food,17,77,309.1,0,0,6.5,1.8,0.0,3,0.88,241.01,1157.53
2023-01-06,S002,P003,Home,12,139,35.2,0,0,16.5,3.2,0.0,10,0.84,21.07,169.56
2023-01-06,S002,P004,Toys,27,88,47.21,0,1,19.5,6.9,0.0,12,0.86,20.35,725.22
2023-01-06,S002,P005,Electronics,16,108,437.74,0,0,28.3,4.3,0.0,7,0.87,303.31,2150.88
2023-01-06,S003,P001,Clothing,19,96,241.87,0,0,,1.0,0.0,4,0.95,127.02,2182.15
2023-01-06,S003,P002,Food,14,125,166.36,0,1,15.7,0.5,0.0,12,0.87,121.7,625.24
2023-01-06,S003,P003,Home,26,114,403.95,0,0,11.1,0.0,0.0,3,0.96,248.57,4039.88
2023-01-06,S003,P004,Toys,19,118,20.42,0,0,32.2,0.0,0.0,9,0.93,15.31,97.09
2023-01-06,S003,P005,Electronics,17,83,214.71,0,0,23.1,0.5,0.0,5,0.71,122.07,1574.88
2023-01-07,S001,P001,Clothing,14,146,18.76,0,0,9.3,5.4,0.0,9,0.92,14.92,53.76
2023-01-07,S001,P002,Food,120,89,41.84,0,0,13.4,1.4,0.0,9,0.98,23.46,441.12
2023-01-07,S001,P002,Food,120,89,41.84,0,0,13.4,1.4,0.0,9,0.98,23.46,441.12
2023-01-07,S001,P003,Home,27,104,497.5,0,0,11.7,4.4,0.0,9,0.97,233.61,7125.03
2023-01-07,S001,P004,Toys,27,99,431.46,0,0,4.8,0.0,0.0,8,0.98,251.53,4858.11
2023-01-07,S001,P005,Electronics,52,118,370.25,1,0,20.5,0.0,0.22,3,0.8,189.77,5149.3
2023-01-07,S002,P001,Clothing,25,122,342.23,0,0,20.4,5.0,0.0,11,0.93,214.34,3197.25
2023-01-07,S002,P002,Food,37,108,87.72,1,0,16.3,0.0,0.26,13,0.78,66.0,-40.23
2023-01-07,S002,P003,Home,15,82,104.64,0,0,24.0,0.6,0.0,7,0.86,45.38,888.9
2023-01-07,S002,P004,Toys,18,102,481.87,0,0,15.5,3.0,0.0,1,0.72,258.64,4018.14
2023-01-07,S002,P005,Electronics,23,85,46.6,0,0,13.0,12.1,0.0,13,0.71,34.53,277.61
2023-01-07,S003,P001,Clothing,20,112,168.57,0,0,3.0,0.0,0.0,4,0.95,100.38,1363.8
2023-01-07,S003,P002,Food,26,104,388.68,0,0,29.9,,0.0,11,0.82,191.24,5133.44
2023-01-07,S003,P003,Home,41,81,448.11,1,0,29.5,0.3,0.21,5,0.97,220.46,5475.42
2023-01-07,S003,P004,Toys,34,112,484.08,1,0,23.2,0.0,0.2,12,0.72,229.54,5362.62
2023-01-07,S003,P005,Electronics,13,149,295.17,0,0,17.2,1.9,0.0,11,0.91,149.83,1889.42
2023-01-08,S001,P001,Clothing,26,91,431.46,0,1,15.0,0.7,0.0,4,0.8,307.17,3231.54
2023-01-08,S001,P002,Food,17,107,390.14,0,0,15.3,7.4,0.0,13,0.91,302.94,1482.4
2023-01-08,S001,P003,Home,25,107,25.48,0,0,21.3,5.5,0.0,11,0.85,19.73,143.75
2023-01-08,S001,P004,Toys,16,113,333.8,0,0,14.2,1.9,0.0,12,0.75,207.36,2023.04
2023-01-08,S001,P005,Electronics,24,88,437.17,0,0,35.7,4.6,0.0,2,0.71,213.2,5375.28
2023-01-08,S002,P001,Clothing,17,109,330.1,0,0,18.2,0.0,0.0,1,0.96,175.92,2621.06
2023-01-08,S002,P002,Food,25,140,366.31,0,0,15.8,0.0,0.0,2,,255.35,2774.0
2023-01-08,S002,P003,Home,20,114,398.55,0,0,7.2,0.0,0.0,4,0.97,263.84,2694.2
2023-01-08,S002,P004,Toys,20,123,98.04,0,0,12.8,1.9,0.0,9,0.9,48.53,990.2
2023-01-08,S002,P005,Electronics,20,108,56.68,0,0,37.2,9.7,0.0,6,0.75,37.46,384.4
2023-01-08,S003,P001,Clothing,25,72,264.69,0,0,17.0,5.2,0.0,4,0.81,141.56,3078.25
2023-01-08,S003,P002,Food,28,89,306.71,0,0,,11.0,0.0,2,0.74,166.45,3927.28
2023-01-08,S003,P003,Home,25,82,123.25,0,0,20.4,3.0,0.0,2,0.99,51.85,1785.0
2023-01-08,S003,P004,Toys,22,122,12.42,0,0,30.0,0.0,0.0,10,0.92,9.7,59.84
2023-01-08,S003,P005,Electronics,26,75,89.57,0,0,9.6,6.0,0.0,9,0.91,42.58,1221.74
2023-01-09,S001,P001,Clothing,19,106,341.49,0,0,12.3,3.5,0.0,9,0.73,166.06,3333.17
2023-01-09,S001,P002,Food,18,92,328.75,0,0,,5.9,0.0,7,0.7,232.12,1739.34
2023-01-09,S001,P003,Home,16,132,169.05,0,0,10.1,0.0,0.0,10,0.93,92.4,1226.4
2023-01-09,S001,P004,Toys,20,103,255.22,0,0,30.1,0.0,0.0,7,0.94,157.46,1955.2
2023-01-09,S001,P005,Electronics,33,96,361.88,0,1,17.5,4.0,0.0,2,0.75,283.07,2600.73
2023-01-09,S002,P001,Clothing,13,119,312.5,0,0,25.5,,0.0,2,0.78,190.39,1587.43
2023-01-09,S002,P002,Food,23,68,212.64,0,0,21.1,0.0,0.0,4,0.83,95.42,2696.06
2023-01-09,S002,P003,Home,105,145,52.65,0,0,24.4,3.2,0.0,10,0.75,38.24,302.61
2023-01-09,S002,P004,Toys,22,88,186.78,0,0,11.4,,0.0,7,,142.39,976.58
2023-01-09,S002,P005,Electronics,21,132,92.33,0,0,24.3,8.1,0.0,13,0.88,64.15,591.78
2023-01-09,S003,P001,Clothing,23,106,253.42,0,0,5.6,0.0,0.0,10,0.97,201.5,1194.16
2023-01-09,S003,P002,Food,18,74,388.59,0,0,14.7,0.0,0.0,13,0.86,196.61,3455.64
2023-01-09,S003,P003,Home,20,124,43.13,0,0,23.3,6.2,0.0,7,0.81,31.06,241.4
2023-01-09,S003,P004,Toys,31,103,187.84,0,0,7.9,0.0,0.0,9,0.75,149.93,1175.21
2023-01-09,S003,P005,Electronics,27,117,210.64,1,0,19.8,3.9,0.13,1,0.95,119.87,1711.44
2023-01-10,S001,P001,Clothing,24,96,265.27,0,0,27.6,2.7,0.0,4,0.79,172.28,2231.76
2023-01-10,S001,P002,Food,19,107,138.93,0,0,1.6,4.5,0.0,3,0.94,75.59,1203.46
2023-01-10,S001,P003,Home,110,54,291.55,0,0,44.9,,0.0,10,0.96,182.69,2394.92
2023-01-10,S001,P004,Toys,33,99,404.9,1,0,25.4,0.0,0.15,6,0.95,289.91,1790.41
2023-01-10,S001,P005,Electronics,20,78,165.59,0,0,28.2,,0.0,13,0.86,129.35,724.8
2023-01-10,S002,P001,Clothing,22,130,483.25,0,0,10.6,1.3,0.0,3,0.82,276.9,4539.7
2023-01-10,S002,P002,Food,17,127,286.58,0,0,32.2,5.2,0.0,9,0.74,136.62,2549.32
2023-01-10,S002,P003,Home,21,109,69.48,0,0,20.2,0.0,0.0,7,0.92,36.22,698.46
2023-01-10,S002,P004,Toys,15,153,398.13,0,0,42.9,,0.0,5,0.7,223.72,2616.15
2023-01-10,S002,P005,Electronics,24,99,213.92,0,1,14.5,4.0,0.0,3,,126.76,2091.84
2023-01-10,S003,P001,Clothing,25,75,326.58,0,0,25.8,5.7,0.0,13,0.84,195.86,3268.0
2023-01-10,S003,P002,Food,19,98,394.66,0,0,31.4,0.0,0.0,11,0.85,298.69,1823.43
2023-01-10,S003,P003,Home,19,97,199.31,0,0,29.2,7.1,0.0,8,,115.61,1590.3
2023-01-10,S003,P004,Toys,25,113,361.0,1,0,12.0,8.5,0.29,12,0.81,154.81,2537.5
2023-01-10,S003,P005,Electronics,33,83,211.94,1,0,31.6,2.1,0.16,4,0.88,131.37,1539.77
2023-01-11,S001,P001,Clothing,31,110,389.57,1,0,13.6,6.6,0.29,11,0.71,256.17,633.17
2023-01-11,S001,P002,Food,15,119,64.3,0,0,30.7,0.0,0.0,4,0.74,41.11,347.85
2023-01-11,S001,P003,Home,16,124,106.76,0,0,23.0,3.3,0.0,8,0.87,80.58,418.88
2023-01-11,S001,P004,Toys,23,65,98.49,0,0,18.6,3.5,0.0,5,0.92,41.52,1310.31
2023-01-11,S001,P005,Electronics,21,111,410.71,0,0,23.1,10.5,0.0,13,0.73,199.36,4438.35
2023-01-11,S002,P001,Clothing,17,104,292.81,0,0,2.4,8.6,0.0,10,0.9,219.86,1240.15
2023-01-11,S002,P002,Food,20,104,162.36,0,0,10.1,9.4,0.0,12,0.92,113.16,984.0
2023-01-11,S002,P003,Home,18,83,109.22,0,0,22.4,0.0,0.0,4,0.93,85.54,426.24
2023-01-11,S002,P004,Toys,28,135,116.43,1,0,15.8,0.0,0.09,5,0.87,52.99,1482.92
2023-01-11,S002,P005,Electronics,25,116,285.13,0,0,20.8,0.0,0.0,3,0.72,178.0,2678.25
2023-01-11,S003,P001,Clothing,14,83,173.78,0,0,-7.7,6.0,0.0,4,0.72,124.07,695.94
2023-01-11,S003,P002,Food,20,78,402.67,0,0,18.6,4.3,0.0,6,1.0,284.54,2362.6
2023-01-11,S003,P003,Home,15,133,376.14,0,0,23.6,2.2,0.0,6,0.86,261.79,1715.25
2023-01-11,S003,P004,Toys,19,89,156.38,0,0,36.7,4.6,0.0,6,0.89,121.39,664.81
2023-01-11,S003,P005,Electronics,19,93,34.42,0,0,15.4,0.3,0.0,8,0.72,26.21,155.99
2023-01-11,S003,P005,Electronics,19,93,34.42,0,0,15.4,0.3,0.0,8,0.72,26.21,155.99
2023-01-12,S001,P001,Clothing,24,81,148.27,0,0,19.8,0.0,0.0,13,0.78,74.83,1762.56
2023-01-12,S001,P002,Food,20,96,86.63,0,1,0.5,5.9,0.0,8,0.86,64.21,448.4
2023-01-12,S001,P003,Home,14,125,72.71,0,0,17.6,4.7,0.0,5,0.87,54.74,251.58
2023-01-12,S001,P004,Toys,25,79,237.33,0,0,12.7,0.0,0.0,2,,187.21,1253.0
2023-01-12,S001,P005,Electronics,19,91,275.85,0,0,20.6,4.8,0.0,6,0.95,197.7,1484.85
2023-01-12,S002,P001,Clothing,20,87,337.82,0,0,12.9,2.4,0.0,1,0.76,197.6,2804.4
2023-01-12,S002,P002,Food,26,101,136.72,0,0,19.4,0.0,0.0,9,0.87,63.7,1898.52
2023-01-12,S002,P003,Home,36,55,377.86,1,0,12.4,0.0,0.14,11,0.93,235.48,3221.27
2023-01-12,S002,P004,Toys,22,127,482.59,0,0,9.6,3.8,0.0,8,0.86,232.37,5504.84
2023-01-12,S002,P005,Electronics,15,91,229.33,0,0,27.9,0.6,0.0,8,0.97,142.9,1296.45
2023-01-12,S003,P001,Clothing,22,128,330.6,0,0,20.9,2.1,0.0,6,0.99,152.35,3921.5
2023-01-12,S003,P002,Food,27,105,331.51,1,0,15.0,4.8,0.06,9,0.81,149.82,4368.58
2023-01-12,S003,P003,Home,13,110,252.16,0,0,27.3,6.2,0.0,4,0.97,184.4,880.88
2023-01-12,S003,P004,Toys,16,90,372.44,0,0,35.8,4.6,0.0,3,0.91,177.47,3119.52
2023-01-12,S003,P005,Electronics,22,115,44.12,0,0,23.0,0.0,0.0,9,0.76,20.73,514.58
2023-01-13,S001,P001,Clothing,16,117,186.59,0,0,23.4,3.1,0.0,11,0.87,79.75,1709.44
2023-01-13,S001,P002,Food,36,116,64.38,0,0,23.5,0.0,0.0,4,0.71,37.26,976.32
2023-01-13,S001,P003,Home,22,111,216.51,0,0,25.4,6.4,0.0,3,0.96,88.96,2806.1
2023-01-13,S001,P004,Toys,125,93,65.16,1,0,42.3,1.9,0.11,3,0.77,44.4,339.81
2023-01-13,S001,P005,Electronics,22,89,367.82,0,0,16.4,6.0,0.0,12,,235.23,2916.98
2023-01-13,S002,P001,Clothing,33,104,497.76,1,0,28.0,0.0,0.26,8,0.99,369.48,-37.54
2023-01-13,S002,P002,Food,18,128,22.32,0,0,8.8,1.5,0.0,3,0.77,15.13,129.42
2023-01-13,S002,P003,Home,21,102,261.06,0,0,17.3,4.1,0.0,1,0.78,115.31,3060.75
2023-01-13,S002,P004,Toys,36,145,209.42,1,1,18.0,3.5,0.2,3,0.83,158.45,327.1
2023-01-13,S002,P005,Electronics,19,115,242.4,0,0,14.9,0.0,0.0,10,0.79,154.25,1674.85
2023-01-13,S003,P001,Clothing,20,138,466.56,0,0,16.8,0.0,0.0,3,0.84,260.72,4116.8
2023-01-13,S003,P002,Food,17,115,465.42,0,0,19.4,,0.0,1,0.95,216.92,4224.5
2023-01-13,S003,P003,Home,27,83,477.98,0,1,21.4,0.0,0.0,2,,348.2,3504.06
2023-01-13,S003,P004,Toys,19,83,302.2,0,0,-2.1,7.7,0.0,10,0.81,187.31,2182.91
2023-01-13,S003,P005,Electronics,23,77,300.89,0,0,29.5,3.4,0.0,1,0.91,121.58,4124.13
2023-01-14,S001,P001,Clothing,27,70,270.92,0,0,21.1,,0.0,5,0.91,157.01,3075.57
2023-01-14,S001,P002,Food,20,63,220.67,0,0,17.3,9.2,0.0,9,0.71,147.67,1460.0
2023-01-14,S001,P003,Home,19,102,202.56,0,0,31.7,0.0,0.0,2,,123.63,1499.67
2023-01-14,S001,P004,Toys,19,99,176.9,0,0,29.6,10.1,0.0,4,0.75,75.83,1920.33
2023-01-14,S001,P005,Electronics,18,70,486.29,0,0,22.8,0.0,0.0,5,0.79,238.96,4451.94
2023-01-14,S002,P001,Clothing,19,110,451.04,0,0,,6.5,0.0,5,0.84,201.37,4743.73
2023-01-14,S002,P002,Food,25,90,270.81,0,0,-0.4,7.3,0.0,5,0.8,126.56,3606.25
2023-01-14,S002,P003,Home,20,49,142.42,0,0,9.3,3.2,0.0,1,,112.02,608.0
2023-01-14,S002,P004,Toys,27,109,157.24,0,0,17.1,0.0,0.0,6,0.77,83.39,1993.95
2023-01-14,S002,P005,Electronics,26,97,482.37,0,0,16.4,3.4,0.0,12,0.85,368.43,2962.44
2023-01-14,S002,P005,Electronics,26,97,482.37,0,0,16.4,3.4,0.0,12,0.85,368.43,2962.44
2023-01-14,S003,P001,Clothing,19,85,433.14,0,0,,5.2,0.0,9,0.81,275.26,2999.72
2023-01-14,S003,P002,Food,26,79,365.6,0,0,35.2,10.5,0.0,6,0.78,277.04,2302.56
2023-01-14,S003,P003,Home,24,109,25.09,0,0,12.1,13.2,0.0,9,0.78,19.79,127.2
2023-01-14,S003,P004,Toys,22,114,113.25,0,1,29.5,4.6,0.0,1,0.72,88.67,540.76
2023-01-14,S003,P005,Electronics,14,113,12.78,0,0,25.2,3.7,0.0,2,0.72,9.9,40.32
2023-01-15,S001,P001,Clothing,33,100,209.7,0,0,21.1,1.3,0.0,2,0.72,118.03,3025.11
2023-01-15,S001,P002,Food,26,84,255.31,1,0,26.1,0.0,0.07,8,0.79,183.26,1408.64
2023-01-15,S001,P003,Home,21,91,84.64,0,1,21.7,8.0,0.0,9,0.74,42.87,877.17
2023-01-15,S001,P004,Toys,24,103,445.44,0,0,6.2,0.0,0.0,12,0.77,267.81,4263.12
2023-01-15,S001,P005,Electronics,20,80,158.57,0,0,22.3,4.1,0.0,1,0.8,81.82,1535.0
2023-01-15,S002,P001,Clothing,33,103,10.07,0,1,29.4,0.4,0.0,5,0.98,6.09,131.34
2023-01-15,S002,P002,Food,23,97,50.53,0,0,30.7,2.9,0.0,6,0.81,39.03,264.5
2023-01-15,S002,P003,Home,25,73,482.4,0,0,26.4,9.8,0.0,7,0.78,210.19,6805.25
2023-01-15,S002,P004,Toys,18,99,439.0,0,0,24.0,2.8,0.0,7,0.85,207.7,4163.4
2023-01-15,S002,P005,Electronics,26,97,222.04,0,0,10.3,0.0,0.0,13,0.82,129.47,2406.82
2023-01-15,S003,P001,Clothing,26,113,362.63,0,0,31.5,4.9,0.0,4,0.92,198.89,4257.24
2023-01-15,S003,P002,Food,18,97,164.66,0,0,18.4,3.0,0.0,9,0.95,108.34,1013.76
2023-01-15,S003,P003,Home,27,82,393.19,0,0,22.9,1.1,0.0,12,0.88,242.8,4060.53
2023-01-15,S003,P004,Toys,15,122,14.86,0,0,32.0,0.0,0.0,11,0.81,8.7,92.4
2023-01-15,S003,P005,Electronics,85,135,190.19,0,0,32.4,0.0,0.0,5,0.89,89.9,1704.93
2023-01-16,S001,P001,Clothing,22,113,487.36,0,1,,5.4,0.0,4,0.97,360.07,2800.38
2023-01-16,S001,P002,Food,16,125,357.97,0,0,21.7,0.0,0.0,12,0.93,277.41,1288.96
2023-01-16,S001,P003,Home,20,117,110.44,0,0,33.5,0.0,0.0,12,0.89,76.23,684.2
2023-01-16,S001,P004,Toys,23,99,406.83,0,0,12.9,2.3,0.0,9,0.83,316.9,2068.39
2023-01-16,S001,P005,Electronics,12,100,75.79,0,0,27.7,12.1,0.0,6,0.93,59.36,197.16
2023-01-16,S002,P001,Clothing,27,52,277.96,0,0,19.4,7.6,0.0,12,0.99,131.23,3961.71
2023-01-16,S002,P002,Food,17,106,106.49,0,0,26.0,2.2,0.0,3,0.75,83.12,397.29
2023-01-16,S002,P003,Home,27,120,114.84,0,1,11.8,8.6,0.0,4,0.77,46.53,1844.37
2023-01-16,S002,P004,Toys,18,131,323.9,0,0,16.8,2.0,0.0,10,0.94,215.92,1943.64
2023-01-16,S002,P005,Electronics,16,169,32.57,0,0,13.9,5.8,0.0,7,0.81,23.56,144.16
2023-01-16,S003,P001,Clothing,24,120,202.3,0,0,5.4,0.0,0.0,4,0.87,141.96,1448.16
2023-01-16,S003,P002,Food,14,92,213.65,0,0,24.9,5.3,0.0,11,0.87,157.87,780.92
2023-01-16,S003,P003,Home,25,96,219.48,0,0,5.4,6.4,0.0,4,0.95,116.44,2576.0
2023-01-16,S003,P004,Toys,18,97,445.55,0,0,27.5,0.0,0.0,8,0.95,275.26,3065.22
2023-01-16,S003,P005,Electronics,19,126,33.34,0,0,30.3,2.3,0.0,4,0.83,23.03,195.89
2023-01-17,S001,P001,Clothing,51,78,28.41,1,0,13.2,2.2,0.15,3,,12.82,577.75
2023-01-17,S001,P002,Food,24,136,35.43,0,0,9.1,0.0,0.0,5,0.91,16.88,445.2
2023-01-17,S001,P003,Home,21,101,410.22,0,0,14.0,9.1,0.0,10,0.71,193.89,4542.93
2023-01-17,S001,P004,Toys,30,94,141.82,0,0,11.9,0.0,0.0,11,0.93,86.09,1671.9
2023-01-17,S001,P005,Electronics,95,121,60.23,0,0,30.8,7.0,0.0,9,,36.47,451.44
2023-01-17,S002,P001,Clothing,20,118,405.46,0,0,29.2,7.3,0.0,4,0.94,193.85,4232.2
2023-01-17,S002,P002,Food,19,103,369.88,0,1,19.4,4.3,0.0,1,0.86,204.82,3136.14
